1:1	Der|the Älteste|elder Gajus|Gaius.G  os dem|the Lieben|[Lieben] den|which ich|I liebhabe|[liebhabe] in|by der|the Wahrheit|faithfulness
1:2	Mein|my Lieber|more ich|I wünsche|wish in|of allen|all Stücken|all daß|that dir|you s|thee wohl|well gehe|prosper und|also du|you gesund|[gesund] seist|sound wie|as es|it denn|for deiner|thy Seele|soul wohl|well geht|prosper
1:3	Ich|I bin|am aber|and sehr|exceeding erfreut|[erfreut] worden|rejoice da|then die|the Brüder|brothers kamen|come und|also zeugten|testify von|from deiner|thy Wahrheit|faithfulness wie|as denn|for du|thou wandelst|walk in|by der|the Wahrheit|faithfulness
1:4	Ich|I habe|have keine|no größere|[größere] Freude|joy denn|for die|these daß|that ich|I höre|hear wie|as meine|my Kinder|child in|by der|the Wahrheit|faithfulness wandeln|walk
1:5	Mein|my Lieber|more du|you tust|do treulich|faithful was|if du|you tust|work an|into den|the Brüdern|brothers und|also Gästen|stranger
1:6	die|which von|from deiner|thy Liebe|my gezeugt|fathered haben|testify vor|before der|the Gemeinde|church und|and du|you wirst|will wohl|well tun|do wenn|when du|you sie|which abfertigst|accompany würdig|[würdig] vor|before Gott|god
1:7	Denn|and um|for seines|his Namens|name willen|for sind|are sie|they ausgezogen|come und|and nehmen|receive von|from den|the Heiden|Gentiles nichts|nothing
1:8	So|then sollen|ought wir|we nun|therefore solche|such aufnehmen|[aufnehmen] auf|on daß|that wir|we der|the Wahrheit|faithfulness Gehilfen|fellowlabourer werden|be
1:9	Ich|I habe|have der|the Gemeinde|church geschrieben|write aber|but Diotrephes|[Diotrephes] der|which unter|under ihnen|them hochgehalten|[hochgehalten] sein|his will|will nimmt|takes uns|us nicht|no an|to
1:10	Darum|by wenn|if ich|I komme|come will|will ich|I ihn|him erinnern|remember seiner|his Werke|work die|which er|he tut|do denn|for er|he plaudert|[plaudert] mit|with bösen|evil Worten|word wider|against uns|us und|also läßt|let sich|himself an|to dem|on nicht|not genügen|[genügen] er|he selbst|itself nimmt|takes die|the Brüder|brothers nicht|neither an|to und|also wehrt|forbid denen|them die|the es|it tun|do wollen|will und|also stößt|cast sie|they aus|of der|the Gemeinde|church
1:11	Mein|my Lieber|more folge|follow nicht|not nach|after dem|the Bösen|evil sondern|but dem|the Guten|good Wer|who Gutes|good tut|do der|the ist|is von|of Gott|god wer|who Böses|wild tut|do evil der|the sieht|see Gott|god nicht|no
1:12	Demetrius|Demetrius hat|has Zeugnis|testify von|of jedermann|all und|also von|of der|the Wahrheit|faithfulness selbst|itself und|and wir|we zeugen|testify auch|also und|also ihr|you wisset|know das|that unser|our Zeugnis|witness wahr|true ist|is
1:13	Ich|I hatte|have viel|many zu|to schreiben|write aber|but ich|I will|desire nicht|no mit|by der|the Tinte|[Tinte] und|also der|the Feder|reed an|to dich|thee schreiben|write
1:14	Ich|I hoffe|trust aber|and dich|thee bald|immediately zu|to sehen|know so|also wollen|will wir|we mündlich|mouth miteinander|unto reden|speak Friede|[Friede] sei|peace mit|with dir|thee Es|it grüßen|[grüßen] dich|thee die|the Freunde|friend Grüße|[Grüße] die|the Freunde|friend bei|after Namen|name
