1:1	Im|in-the dreißigsten|thirty Jahr|year am|on-the fünften|five Tage|month des|of-the vierten|fourth Monats|five da|then ich|I war|was unter|midst den|the Gefangenen|captivity am|on-the Wasser|river Chebar|Chebar tat|open sich|himself der|the Himmel|heaven auf|open und|and Gott|God zeigte|see mir|me Gesichte|vision
1:2	Derselbe|month fünfte|fifth Tag|five des|of-the Monats|month war|was eben|on-that im|in-the fünften|fifth Jahr|year nachdem|when Jojachin|Jehoiachin der|the König|King Juda|Judah s|royal war|was gefangen|taken-captive weggeführt|captivity
1:3	Da|then geschah|happened das|the Wort|word des|of-the HERRN|GOD zu|to Hesekiel|Ezekiel dem|the Sohn|SON Busis|BUZI dem|the Priester|priest im|in-the Lande|land der|the Chaldäer|Chaldeans am|on-the Wasser|river Chebar|Chebar daselbst|there kam|came die|the Hand|by des|of-the HERRN|GOD über|over ihn|him
1:4	Und|and ich|I sah|see und|and siehe|wind es|it kam|came ein|a ungestümer|STORMY Wind|whirlwind von|from Mitternacht|north her|here mit|with einer|one großen|great Wolke|cloud voll|filled-with Feuer|fire das|the allenthalben|take umher|circuits glänzte|brightness und|and mitten|midst in|in dem|midst Feuer|fire war|was es|it lichthell|eye
1:5	Und|and darin|midst war|was es|it gestaltet|likeness wie|as vier|four Tiere|live und|and dieselben|appearance waren|were anzusehen|likeness wie|as Menschen|man
1:6	Und|and ein|a jegliches|one hatte|had vier|four Angesichter|face und|and vier|four Flügel|wing
1:7	Und|and ihre|their Beine|feet standen|stood gerade|right und|and ihre|their Füße|hand waren|were gleich|hand wie|feet Rinderfüße|calf und|and glänzten|sparkled wie|as helles|eye glattes|burnished Erz|brass
1:8	Und|and sie|they hatten|had Menschenhände|by unter|under ihren|their Flügeln|wing an|to ihren|their vier|four Seiten|sides denn|for sie|they hatten|face alle|all vier|four ihre|their Angesichter|face und|and ihre|their Flügel|wing
1:9	Und|and je|two einer|one der|the Flügel|wing rührte|couple an|to den|the andern|another und|and wenn|when sie|they gingen|go mußten|stopped sie|they nicht|go herumlenken|compass sondern|but wo|where sie|they hin|away gingen|go gingen|went sie|they stracks|side vor|before sich|himself
1:10	Ihre|their Angesichter|face waren|were vorn|FRONT gleich|face einem|a Menschen|man und|face zur|to-the rechten|right Seite|hand gleich|face einem|a Löwen|LION bei|with allen|all vieren|FOUR und|and zur|to-the linken|left Seite|left gleich|face einem|a Ochsen|ox bei|with allen|all vieren|FOUR und|and hinten|BEHIND gleich|face einem|a Adler|eagle bei|with allen|all vieren|FOUR
1:11	Und|and ihre|their Angesichter|face und|and Flügel|wing waren|were obenher|upward zerteilt|separate daß|that je|two zwei|two Flügel|WINGS zusammenschlugen|couple und|and mit|with zwei|two Flügeln|two bedeckten|cover sie|they ihren|their Leib|body
1:12	Wo|where sie|they hin|away gingen|go da|then gingen|went sie|they stracks|side vor|before sich|himself sie|they gingen|go aber|but wo|where der|the sie|wind hin|away trieb|go und|and mußten|stopped nicht|go herumlenken|compass wenn|when sie|they gingen|go
1:13	Und|likeness die|the Tiere|live waren|were anzusehen|appearance wie|as feurige|burn Kohlen|coals die|the da|then brennen|burn und|and wie|as Fackeln|lamp und|and das|the Feuer|fire fuhr|go hin|away zwischen|between den|the Tieren|live und|and gab|gave einen|a Glanz|brightness von|from sich|himself und|and aus|from dem|the Feuer|fire gingen|bring Blitze|lightning
1:14	Die|the Tiere|live aber|but liefen|run hin|away und|and her|return wie|appearance der|the Blitz|LIGHTNING
