1:1	Es|it war|be thou ein|a Mann|man von|stringed instrument Ramathaim-|Ramathaim- Zophim|Zophim vom|stringed instrument Gebirge|mountain Ephraim|Ephraim der|the hieß|name Elkana|Elkanah ein|a Sohn|old Jerohams|Jeroham des|of-the Sohnes|old Elihus|Elihu's des|of-the Sohnes|old Thohus|Tohu's des|of-the Sohnes|old Zuphs|Zuph's ein|a Ephraimiter|Ephraimite
1:2	Und|and er|he hatte|had zwei|two Weiber|wives eine|a hieß|name Hanna|Hannah die|name andere|second Peninna|Peninnah Peninna|Peninnah aber|but hatte|be thou Kinder|child und|and Hanna|Hannah hatte|had keine|no Kinder|child
1:3	Und|and derselbe|he Mann|man ging|offer jährlich|time hinauf|offer von|stringed instrument seiner|his Stadt|town daß|that er|he anbetete|worship und|and opferte|sacrifice dem|the HERRN|GOD Zebaoth|host zu|to Silo|Shiloh Daselbst|in it waren|were aber|but Priester|priest des|of-the HERRN|GOD Hophni|Hophni und|and Pinehas|Phinehas die|the zwei|two Söhne|old Elis|Eli's
1:4	Und|be thou des|of-the Tages|time da|then Elkana|Elkanah opferte|sacrifice gab|gave er|put seinem|his Weib|wife Peninna|Peninnah und|and allen|all (manner ihren|their Söhnen|old und|and Töchtern|daughter Stücke|portion
1:5	Aber|but Hanna|Hannah gab|gave er|put ein|a Stück|portion traurig|troubled denn|and er|he hatte|had Hanna|Hannah lieb|loved aber|but der|the HERR|GOD hatte|had ihren|their Leib|womb verschlossen|shut
1:6	Und|and ihre|their Widersacherin|trouble betrübte|anger und|because of reizte|PROVOKED sie|they sehr|thunder darum|therefore daß|and der|the HERR|GOD ihren|about Leib|womb verschlossen|closed-up hatte|shut
1:7	Also|prepare ging|went s|make alle|year Jahre|year wenn|enough sie|they hinaufzog|offer zu|household des|of-the HERRN|GOD Hause|household betrübte|GRIEVED jene|anger sie|they also|so so|then weinte|wept sie|they dann|weep und|and aß|ate nichts|not
1:8	Elkana|Elkanah aber|but ihr|you Mann|man sprach|said zu|to ihr|you Hanna|Hannah warum|what weinst|WEEPEST du|weep und|and warum|what issest|EATEST du|you nichts|not und|and warum|what ist|is dein|your Herz|heart so|then traurig|displease Bin|am ich|I dir|you nicht|not besser|good denn|stringed instrument zehn|ten Söhne|old
1:9	Da|then stand|arise Hanna|Hannah auf|arise nachdem|when sie|they gegessen|eaten hatten|drink zu|to Silo|Shiloh und|and getrunken|drink Eli|Eli aber|but der|the Priester|priest saß|dwell auf|above einem|a Stuhl|throne an|above der|the Pfoste|post des|of-the Tempels|temple des|of-the HERRN|GOD
1:10	Und|and sie|he war|was von|from Herzen|bitter betrübt|soul und|and betete|pray zum|above HERRN|GOD und|and weinte|weep sehr|weep
1:11	und|and gelobte|vow ein|a Gelübde|vow und|and sprach|said HERR|GOD Zebaoth|host wirst|will du|see deiner|your Magd|maidservant Elend|affliction ansehen|see und|and an|to mich|me gedenken|remember und|and deiner|your Magd|maidservant nicht|not vergessen|forget und|and wirst|put deiner|your Magd|maidservant einen|a Sohn|seed geben|put so|then will|will ich|I ihn|him dem|the HERRN|GOD geben|put sein|his Leben|live lang|time und|and soll|shall kein|not Schermesser|razor auf|above sein|his Haupt|head kommen|offer
1:12	Und|be thou da|and sie|they lange|multiply betete|pray vor|face dem|the HERRN|GOD hatte|keep Eli|Eli acht|eight auf|keep ihren|their Mund|mouth
1:13	Denn|for Hanna|Hannah redete|speak in|above ihrem|her Herzen|heart allein|but ihre|their Lippen|lip regten|MOVED sich|shake und|and ihre|their Stimme|voice hörte|hear man|one nicht|not Da|then meinte|count Eli|Eli sie|count wäre|was trunken|drunken
1:14	und|and sprach|said zu|to ihr|you Wie|ever lange|long willst|will du|you trunken|drunk sein|drunken Laß|depart den|the Wein|wine von|stringed instrument dir|you kommen|come den|the du|you bei|with dir|you hast|have
1:15	Hanna|Hannah aber|but antwortete|answer und|and sprach|said Nein|not mein|my Herr|LORD ich|I bin|am ein|a betrübtes|hard Weib|wife Wein|wine und|and starkes|STRONG Getränk|drunkard habe|have ich|I nicht|not getrunken|drink sondern|but habe|have mein|my Herz|soul vor|face dem|the HERRN|GOD ausgeschüttet|shed
1:16	Du|you wolltest|would deine|your Magd|maidservant nicht|not achten|put wie|face ein|daughter loses|Belial Weib|daughter denn|and ich|I habe|ever aus|from meinem|my großen|multitude Kummer|complaint und|and Traurigkeit|grief geredet|speak bisher|here
1:17	Eli|Eli antwortete|answer und|and sprach|said Gehe|go hin|go mit|with Frieden|peace der|the Gott|God Israels|Israelites wird|will dir|petition geben|put deine|your Bitte|petition die|the du|you von|stringed instrument ihm|him gebeten|ASKED hast|ask
1:18	Sie|they sprach|said Laß|let deine|your Magd|handmaid Gnade|grace finden|find vor|before deinen|your Augen|eye Also|so ging|go das|the Weib|wife hin|go ihres|her Weges|way und|and aß|ate und|and sah|face nicht|not mehr|testify so|then traurig|be thou
1:19	Und|betimes des|of-the Morgens|morning früh|early machten|made sie|they sich|himself auf|betimes und|and da|then sie|they angebetet|worshipped hatten|worship vor|face dem|the HERRN|GOD kehrten|turned sie|they wieder|back um|return und|and kamen|came heim|household gen|to Rama|Ramah Und|and Elkana|Elkanah erkannte|know sein|his Weib|wife Hanna|Hannah und|and der|the HERR|GOD gedachte|remember an|to sie|they
1:20	Und|and da|be thou die|the Tage|time um|for waren|end ward|conceive Hanna|Hannah schwanger|conceive und|and gebar|beget einen|a Sohn|old und|and hieß|call ihn|name Samuel|Samuel "|— denn|and ich|I habe|have ihn|him von|stringed instrument dem|the HERRN|GOD erbeten|ask "|—
1:21	Und|and da|then der|the Mann|man Elkana|Elkanah hinaufzog|offer mit|with seinem|his ganzen|all (manner Hause|household daß|that er|he dem|the HERRN|GOD opferte|sacrifice das|the jährliche|time Opfer|sacrifice und|and sein|his Gelübde|vow
1:22	zog|offer Hanna|Hannah nicht|not mit|with hinauf|offer sondern|and sprach|said zu|to ihrem|her Mann|man Bis|ever der|the Knabe|servant entwöhnt|weaned werde|wean so|then will|will ich|I ihn|him bringen|bring daß|that er|he vor|face dem|the HERRN|GOD erscheine|see und|and bleibe|dwell daselbst|in it ewiglich|ever
1:23	Elkana|Elkanah ihr|you Mann|man sprach|said zu|to ihr|you So|then tue|make wie|good dir|you s|IT gefällt|good bleib|dwell bis|ever du|you ihn|him entwöhnst|wean der|the HERR|GOD bestätige|arise aber|but was|what er|he geredet|spoken hat|word Also|so blieb|dwell das|the Weib|wife und|and säugte|suck ihren|their Sohn|old bis|until daß|ever sie|they ihn|him entwöhnte|wean
1:24	und|and brachte|offer ihn|him mit|hide sich|himself hinauf|offer nachdem|when sie|they ihn|him entwöhnt|weaned hatte|wean mit|with drei|three Farren|bullock mit|with einem|a Epha|Ephah Mehl|meal und|and einem|a Krug|psalteries Wein|wine und|and brachte|brought ihn|him in|in das|the Haus|household des|of-the HERRN|GOD zu|to Silo|Shiloh Der|the Knabe|servant war|was aber|but noch|still jung|servant
1:25	Und|and sie|they schlachteten|kill einen|a Farren|bullock und|and brachten|brought den|the Knaben|servant zu|to Eli|Eli
