1:1	Es|it fielen|transgress aber|but die|the Moabiter|Moab ab|transgress von|from Israel|Israelites da|then Ahab|[Ahab] tot|death war|was
1:2	Und|and Ahasja|[Ahasja] fiel|fall durch|about das|the Gitter|network in|in seinem|his Söller|chamber zu|to Samaria|Samaria und|and ward|was krank|beseech und|and sandte|send Boten|angel und|and sprach|said zu|to ihnen|them Geht|goes hin|go und|and fragt|seek Baal-|[Baal-] Sebub|[Sebub] den|the Gott|God zu|to Ekron|Ekron ob|whether ich|I von|stringed instrument dieser|this Krankheit|sickness genesen|preserved werde|live
1:3	Aber|but der|the Engel|angel des|of-the HERRN|GOD redete|speak mit|with Elia|[Elia] dem|the Thisbiter|[Thisbiter] Auf|arise und|and begegne|meet den|the Boten|angel des|of-the Königs|royal zu|to Samaria|Samaria und|and sprich|speak zu|to ihnen|them Ist|is denn|stringed instrument nun|now kein|no Gott|God in|in Israel|Israelites daß|that ihr|you hingehet|go zu|to fragen|seek Baal-|[Baal-] Sebub|[Sebub] den|the Gott|God Ekrons|Ekron
1:4	Darum|prepare so|also spricht|it-is-said der|the HERR|GOD Du|you sollst|shall nicht|not von|stringed instrument dem|the Bette|bed kommen|descend darauf|on-it du|you dich|you gelegt|lain hast|offer sondern|and sollst|shall des|of-the Todes|die sterben|die Und|and Elia|[Elia] ging|went weg|go
1:5	Und|and da|then die|the Boten|angel wieder|return zu|to ihm|him kamen|return sprach|said er|he zu|to ihnen|them Warum|what kommt|comes ihr|you wieder|return
1:6	Sie|they sprachen|said zu|to ihm|him Es|it kam|offer ein|a Mann|man herauf|offer uns|us entgegen|meet und|and sprach|said zu|to uns|us Gehet|go wiederum|return hin|go zu|to dem|the König|royal der|the euch|you gesandt|sent hat|send und|and sprecht|speak zu|to ihm|him So|also spricht|it-is-said der|the HERR|GOD Ist|is denn|stringed instrument kein|no Gott|God in|in Israel|Israelites daß|that du|you hinsendest|send zu|to fragen|seek Baal-|[Baal-] Sebub|[Sebub] den|the Gott|God Ekrons|Ekron Darum|prepare sollst|shall du|you nicht|not kommen|descend von|stringed instrument dem|the Bette|bed darauf|on-it du|you dich|you gelegt|lain hast|offer sondern|and sollst|shall des|of-the Todes|die sterben|die
1:7	Er|he sprach|speak zu|to ihnen|them Wie|what war|was der|the Mann|man gestaltet|judgment der|the euch|you begegnete|meet und|and solches|this zu|to euch|you sagte|speak
1:8	Sie|they sprachen|said zu|to ihm|him Er|he hatte|man eine|a rauhe|hair Haut|[Haut] an|to und|and einen|a ledernen|skin Gürtel|[Gürtel] um|for seine|his Lenden|loins Er|he aber|but sprach|said Es|he ist|is Elia|[Elia] der|the Thisbiter|[Thisbiter]
1:9	Und|and er|he sandte|send hin|away zu|to ihm|him einen|a Hauptmann|prince über|over fünfzig|fifty samt|along-with seinen|his fünfzigen|fifty Und|and da|then er|he hinaufkam|[hinaufkam] siehe|behold da|then saß|dwell er|he oben|above auf|head dem|the Berge|mountain Er|he aber|but sprach|speak zu|to Ihm|him Du|you Mann|man Gottes|of-God der|the König|royal sagt|speak Du|you sollst|shall herabkommen|descend
1:10	Elia|[Elia] antwortete|answer dem|the Hauptmann|prince über|over fünfzig|fifty und|and sprach|speak zu|to ihm|him Bin|am ich|I ein|a Mann|man Gottes|of-God so|then falle|descend Feuer|fire vom|stringed instrument Himmel|heaven und|and fresse|[fresse] dich|you und|and deine|your fünfzig|fifty Da|then fiel|descend Feuer|fire vom|stringed instrument Himmel|heaven und|and fraß|[fraß] ihn|him und|and seine|his fünfzig|fifty
