1:1	Im|by Anfang|beginning war|was das|the Wort|word und|also das|the Wort|word war|was bei|unto Gott|god und|also Gott|god war|was das|the Wort|word
1:2	Dasselbe|this war|was im|by Anfang|beginning bei|unto Gott|god
1:3	Alle|all Dinge|all sind|be durch|by dasselbe|the gemacht|be und|also ohne|without dasselbe|the ist|be nichts|neither gemacht|be was|what gemacht|made ist|be
1:4	In|by ihm|him war|was das|the Leben|life und|also das|the Leben|life war|was das|the Licht|light der|the Menschen|man
1:5	Und|also das|the Licht|light scheint|appear in|by der|the Finsternis|darkness und|also die|the Finsternis|darkness hat|has s|IT nicht|no begriffen|take
1:6	Es|it ward|be ein|a Mensch|man von|of Gott|god gesandt|sent der|the hieß|name Johannes|John
1:7	Dieser|this kam|come zum|into Zeugnis|witness daß|that er|he von|of dem|the Licht|light zeugte|testify auf|on daß|that sie|they alle|all durch|by ihn|him glaubten|believe
1:8	Er|he war|was nicht|no das|that Licht|light sondern|but daß|that er|that zeugte|testify von|of dem|the Licht|light
1:9	Das|the war|was das|the wahrhaftige|TRUE Licht|light welches|which alle|all Menschen|man erleuchtet|lighten die|the in|into diese|these Welt|world kommen|come
1:10	Es|it war|was in|by der|the Welt|world und|also die|the Welt|world ist|be durch|by dasselbe|the gemacht|be und|also die|the Welt|world kannte|know es|it nicht|no
1:11	Er|he kam|come in|into sein|his Eigentum|privately und|also die|the Seinen|privately nahmen|take ihn|him nicht|no auf|take
1:12	Wie|as viele|whatsoever ihn|him aber|and aufnahmen|receive denen|them gab|gave er|give Macht|power Kinder|child Gottes|god zu|to werden|be die|the an|into seinen|his Namen|name glauben|believe
1:13	welche|which nicht|no von|from dem|of Geblüt|BLOOD noch|neither von|of dem|the Willen|will des|of-the Fleisches|flesh noch|neither von|of dem|the Willen|will eines|one Mannes|man's sondern|but von|of Gott|god geboren|born sind|begat
1:14	Und|also das|the Wort|word ward|be Fleisch|flesh und|also wohnte|dwell unter|by uns|us und|also wir|we sahen|see seine|his Herrlichkeit|glory eine|a Herrlichkeit|glory als|as des|of-the eingeborenen|ONLY-BEGOTTEN Sohnes|only vom|of Vater|Father voller|full Gnade|grace und|also Wahrheit|faithfulness
1:15	Johannes|John zeugt|testify von|of ihm|him ruft|cry und|and spricht|speak Dieser|this war|was es|was von|from dem|which ich|I gesagt|said habe|say Nach|after mir|my wird|will kommen|come der|the vor|before mir|my gewesen|been ist|be denn|that er|he war|was eher|BEFORE als|first ich|my
1:16	Und|also von|of seiner|his Fülle|fulness haben|receive wir|we alle|all genommen|receive Gnade|grace um|for Gnade|grace
1:17	Denn|that das|the Gesetz|law ist|give durch|by Moses|Moses gegeben|give die|the Gnade|grace und|also Wahrheit|faithfulness ist|be durch|by Jesum|Jesus Christum|Christ geworden|be
1:18	Niemand|nothing hat|see Gott|god je|never gesehen|see der|the eingeborene|only Sohn|son der|which in|into des|of-the Vaters|Father Schoß|bosom ist|being der|that hat|declare es|it uns|us verkündigt|declare
