1:1	Dies|this ist|is das|the Buch|book von|from der|the Geburt|generation Jesu|Jesus Christi|Christ der|the da|then ist|is ein|a Sohn|son Davids|David des|of-the Sohnes|son Abrahams|Abraham's
1:2	Abraham|Abraham zeugte|begat Isaak|Isaac Isaak|Isaac zeugte|begat Jakob|Jacob Jakob|Jacob zeugte|begat Juda|Juda(-h und|also seine|his Brüder|brothers
1:3	Juda|Juda(-h zeugte|begat Perez|Phares und|also Serah|Zara von|of Thamar|Thamar Perez|Phares zeugte|begat Hezron|Esrom Hezron|Esrom zeugte|begat Ram|Ram
1:4	Ram|Ram zeugte|begat Amminadab|Amminadab Amminadab|Amminadab zeugte|begat Nahesson|Naasson Nahesson|Naasson zeugte|begat Salma|Salmon
1:5	Salma|Salmon zeugte|begat Boas|Booz von|of der|the Rahab|Rachab Boas|Booz zeugte|begat Obed|Obed von|of der|the Ruth|Ruth Obed|Obed zeugte|begat Jesse|Jesse
1:6	Jesse|Jesse zeugte|begat den|the König|King David|David Der|the König|King David|David zeugte|begat Salomo|Solomon von|of dem|which Weib|wife des|of-the Uria|Uriah
1:7	Salomo|Solomon zeugte|begat Rehabeam|Roboam Rehabeam|Roboam zeugte|begat Abia|Abia Abia|Abia zeugte|begat Asa|Asa
1:8	Asa|Asa zeugte|begat Josaphat|Josaphat Josaphat|Josaphat zeugte|begat Joram|Joram Joram|Joram zeugte|begat Usia|Ozias
1:9	Usia|Ozias zeugte|begat Jotham|Joatham Jotham|Joatham zeugte|begat Ahas|Ahaz Ahas|Ahaz zeugte|begat Hiskia|Ezekias
1:10	Hiskia|Ezekias zeugte|begat Manasse|Manasses Manasse|Manasses zeugte|begat Amon|Amon Amon|Amon zeugte|begat Josia|Josias
1:11	Josia|Josias zeugte|begat Jechonja|Jechonias und|also seine|his Brüder|brothers um|for die|the Zeit|on der|the babylonischen|Babylonian Gefangenschaft|X brought
1:12	Nach|with der|the babylonischen|Babylonian Gefangenschaft|X brought zeugte|begat Jechonja|Jechonias Sealthiel|Salathiel Sealthiel|Salathiel zeugte|begat Serubabel|Zorobabel
1:13	Serubabel|Zorobabel zeugte|begat Abiud|Abiud Abiud|Abiud zeugte|begat Eliakim|Eliakim Eliakim|Eliakim zeugte|begat Asor|Azor
1:14	Asor|Azor zeugte|begat Zadok|Sadoc Zadok|Sadoc zeugte|begat Achim|Achim Achim|Achim zeugte|begat Eliud|Eliud
1:15	Eliud|Eliud zeugte|begat Eleasar|Eleazar Eleasar|Eleazar zeugte|begat Matthan|Matthan Matthan|Matthan zeugte|begat Jakob|Jacob
1:16	Jakob|Jacob zeugte|begat Joseph|Joseph den|the Mann|man Marias|Mary von|of welcher|which ist|is geboren|begat Jesus|Jesus der|the da|then heißt|which Christus|Christ
1:17	Alle|all Glieder|generation von|from Abraham|Abraham bis|till auf|on David|David sind|are vierzehn|fourteen Glieder|generation Von|from David|David bis|till auf|on die|the Gefangenschaft|X brought sind|are vierzehn|fourteen Glieder|generation Von|from der|the babylonischen|Babylonian Gefangenschaft|X brought bis|till auf|on Christus|Christ sind|are vierzehn|fourteen Glieder|generation
1:18	Die|the Geburt|birth Christi|Christ war|was aber|and also|so getan|done Als|when Maria|Mary seine|his Mutter|mother dem|the Joseph|Joseph vertraut|espoused war|was fand|found sich|— s|it ehe|before er|or sie|they heimholte|resort daß|that sie|they schwanger|by war|womb von|of dem|the heiligen|Holy Geist|Spirit
1:19	Joseph|Joseph aber|and ihr|you Mann|man war|being fromm|righteous und|also wollte|desire sie|they nicht|not in|in Schande|disgrace bringen|make a public example gedachte|remembered aber|will sie|they heimlich|privily zu|to verlassen|leave
1:20	Indem|these er|he aber|but also|so gedachte|think siehe|behold da|then erschien|appear ihm|him ein|a Engel|angel des|of-the HERRN|Lord im|after Traum|dream und|and sprach|speak Joseph|Joseph du|you Sohn|son Davids|David fürchte|fear dich|you nicht|not Maria|Mary dein|your Gemahl|women zu|to dir|thy zu|to nehmen|take denn|and das|the in|by ihr|you geboren|born ist|begat das|the ist|is von|of dem|the heiligen|Holy Geist|Spirit
1:21	Und|and sie|they wird|will einen|a Sohn|son gebären|bear des|of-the Namen|name sollst|shall du|you Jesus|Jesus heißen|call denn|and er|he wird|will sein|his Volk|people selig|happy machen|save von|from ihren|their Sünden|sins
1:22	Das|this ist|is aber|but alles|all geschehen|be auf|on daß|that erfüllt|fill würde|fulfil was|which der|of HERR|Lord durch|by den|the Propheten|prophet gesagt|said hat|speak der|the da|then spricht|speak
1:23	"|" Siehe|behold eine|a Jungfrau|virgin wird|will schwanger|by sein|womb und|also einen|a Sohn|son gebären|bear und|also sie|they werden|be seinen|his Namen|name Immanuel|Emmanuel heißen|call "|" das|which ist|is verdolmetscht|interpret Gott|god mit|with uns|our
1:24	Da|then nun|and Joseph|Joseph vom|from-the Schlaf|sleep erwachte|awake tat|do er|he wie|as ihm|him des|of-the HERRN|Lord Engel|angel befohlen|commanded hatte|command und|also nahm|take sein|his Gemahl|women zu|to sich|himself
1:25	Und|also er|he erkannte|know sie|they nicht|no bis|till sie|they ihren|their ersten|firstborn Sohn|son gebar|bear und|also hieß|call seinen|his Namen|name Jesus|Jesus
2:1	Da|and Jesus|Jesus geboren|born war|begat zu|by Bethlehem|Bethlehem im|in-the jüdischen|Judean Lande|Judaea zur|by Zeit|day des|of-the Königs|King Herodes|Antipas siehe|behold da|then kamen|came die|the Weisen|sorcerer vom|from-the Morgenland|land-of-the-east nach|into Jerusalem|Jerusalem und|and sprachen|speak
2:2	Wo|where ist|is der|the neugeborene|bear König|King der|the Juden|Jew Wir|we haben|have seinen|his Stern|star gesehen|know im|by Morgenland|land-of-the-east und|also sind|are gekommen|come ihn|him anzubeten|worship
2:3	Da|and das|the der|the König|King Herodes|Antipas hörte|heard erschrak|trouble er|he und|also mit|with ihm|him das|the ganze|all Jerusalem|Jerusalem
2:4	Und|also ließ|had versammeln|gather alle|all Hohenpriester|chief-priests und|also Schriftgelehrten|scribe unter|under dem|the Volk|people und|and erforschte|ask von|of ihnen|them wo|where Christus|Christ sollte|would geboren|begat werden|be
2:5	Und|and sie|they sagten|say ihm|him Zu|by Bethlehem|Bethlehem im|in-the jüdischen|Judaea Lande|land denn|and also|so steht|is geschrieben|write durch|by den|the Propheten|prophet
2:6	"|" Und|also du|thou Bethlehem|Bethlehem im|in-the jüdischen|Juda(-h Lande|earth bist|be mitnichten|not die|the kleinste|least unter|by den|the Fürsten|governor Juda|Judah s|Juda(-h denn|and aus|of dir|thy soll|shall mir|me kommen|come der|the Herzog|count der|which über|over mein|my Volk|people Israel|Israel ein|a HERR|LORD sei|feed "|"
2:7	Da|then berief|called Herodes|Antipas die|the Weisen|sorcerer heimlich|privily und|and erlernte|learned mit|with Fleiß|diligence von|of ihnen|them wann|when der|the Stern|star erschienen|appeared wäre|appear
2:8	und|also wies|send sie|they gen|into Bethlehem|Bethlehem und|and sprach|say Ziehet|go hin|thither und|and forschet|search fleißig|diligently nach|of dem|the Kindlein|child wenn|when ihr|you s|it findet|find so|then sagt|say mir|me s|me wieder|back daß|that ich|I auch|ALSO komme|come und|and es|it anbete|worship
2:9	Als|and sie|they nun|now den|the König|King gehört|heard hatten|had zogen|went sie|they hin|go Und|also siehe|behold der|the Stern|star den|which sie|by im|in-the Morgenland|land-of-the-east gesehen|seen hatten|know ging|bring (forth vor|before ihnen|them hin|away bis|till daß|that er|he kam|come und|and stand|stand oben|over über|over da|where das|the Kindlein|child war|was
2:10	Da|then sie|and den|the Stern|star sahen|know wurden|were sie|rejoice hoch|exceeding erfreut|joy
2:11	und|also gingen|come in|into das|the Haus|house und|and fanden|find das|know Kindlein|child mit|with Maria|Mary seiner|his Mutter|mother und|also fielen|fell nieder|fall und|and beteten|worshipped es|it an|— und|also taten|did ihre|their Schätze|treasure auf|on und|and schenkten|gift ihm|him Gold|gold Weihrauch|frankincense und|also Myrrhe|myrrh
2:12	Und|also Gott|God befahl|commanded ihnen|call im|after Traum|dream daß|that sie|they sich|himself nicht|not sollten|should wieder|back zu|unto Herodes|Antipas lenken|return und|and sie|they zogen|went durch|by einen|a anderen|others Weg|way wieder|back in|into ihr|you Land|country
2:13	Da|then sie|they aber|and hinweggezogen|departed waren|were siehe|behold da|then erschien|appear der|the Engel|angel des|of-the HERRN|Lord dem|the Joseph|Joseph im|after Traum|dream und|and sprach|speak Stehe|stand auf|rise und|and nimm|take das|the Kindlein|child und|also seine|his Mutter|mother zu|to dir|you und|also flieh|flee nach|into Ägyptenland|Egypt-land und|also bleib|be allda|there bis|till ich|I dir|thee sage|say denn|and es|it ist|is vorhanden|around daß|that Herodes|Antipas das|the Kindlein|child suche|seek dasselbe|the umzubringen|destroy
2:14	Und|and er|and stand|rose auf|rise und|and nahm|take das|the Kindlein|child und|also seine|his Mutter|mother zu|night sich|himself bei|with der|the Nacht|night und|also entwich|fled nach|into Ägyptenland|Egypt-land
2:15	Und|also blieb|was allda|there bis|till nach|after dem|the Tod|death des|of-the Herodes|Antipas auf|on daß|that erfüllet|fulfilled würde|fulfil was|which der|of HERR|Lord durch|by den|the Propheten|prophet gesagt|said hat|speak der|the da|then spricht|speak "|" Aus|of Ägypten|Egypt habe|have ich|I meinen|my Sohn|son gerufen|call "|"
2:16	Da|then Herodes|Antipas nun|now sah|know daß|that er|he von|of den|the Weisen|sorcerer betrogen|deceived war|then ward|was er|he sehr|exceeding zornig|be wroth und|also schickte|sent aus|from und|and ließ|had alle|all Kinder|servant zu|by Bethlehem|Bethlehem töten|kill und|also an|by seinen|his ganzen|all Grenzen|coast die|the da|then zweijährig|two years old und|also darunter|down waren|were nach|after der|the Zeit|after die|which er|of mit|with Fleiß|diligence von|from den|the Weisen|sorcerer erlernt|learned hatte|had
2:17	Da|then ist|is erfüllt|fulfil was|which gesagt|said ist|speak von|of dem|the Propheten|prophet Jeremia|Jeremias der|the da|then spricht|speak
